Health Facility Code,Health Facility Code Short,Facility Name,Old Health Facility Name 1,Old Health Facility Name 2,Old Health Facility Name 3,Facility Major Type,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Landline Number,Landline Number 2,Fax Number,Email Address,Alternate Email Address,Official Website,Service Capability,Bed Capacity,Licensing Status,License Validity Date,Latitude,Longitude,Geocoding Status
DOH000000000002126,2126,KALINGALAN CALUANG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,SULU,1906600000,KALINGALAN CALUANG,1906603000,PITOGO,1906603012,7416,,,,,,,,0, ,,,,Error
DOH000000000002128,2128,MATARLING HEALTH CENTER,LANTAWAN RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,BASILAN,1900700000,LANTAWAN,1900703000,MATARLING,1900703011,7321,,,,ANA_ANSARUDDIN@YAHOO.COM,,,,0, ,,,,Error
DOH000000000002136,2136,MARIA AURORA MAIN HEALTH CENTER,MARIA AURORA RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,675 SILVESTRE STREET,,REGION III (CENTRAL LUZON),300000000,AURORA,307700000,MARIA AURORA,307707000,BARANGAY III (POB.),307707007,3202,,,,mhomaria070@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002137,2137,PRES. MANUEL A. ROXAS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL NORTE,907200000,PRES. MANUEL A. ROXAS,907211000,LANGATIAN,907211006,7102,,,,rhu.roxas@yahoo.com,,,,0, ,,,,Error
DOH000000000002138,2138,LA TRINIDAD RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,CORDILLERA ADMINISTRATIVE REGION (CAR),140000000,BENGUET,140110000,LA TRINIDAD (CAPITAL),140111000,POBLACION,1401110012,2601,+63 744222029, , ,mhso2601@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000002140,2140,GORDON HEIGHTS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,"BLOCK 12, IPIL-IPIL STREET LONG ROAD",,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,CITY OF OLONGAPO,331400000,GORDON HEIGHTS,331400008,2200,+63 472235497,,,GHruralhealthunit@gmail.com,olongapochd@gmail.com,,,0, ,,,,Error
DOH000000000002148,2148,PADRE GARCIA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,A. LUNA, ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,PADRE GARCIA,401020000,POBLACION,401020023,4224,+63 435159344, ,+63 435159207, , , ,,0, ,,,,Error
DOH000000000002150,2150,BOSTON MUNICIPAL HEALTH OFFICE,BOSTON RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SAN NICOLAS STREET, ,REGION XI (DAVAO REGION),1100000000,DAVAO ORIENTAL,1102500000,BOSTON,1102503000,POBLACION,1102503004,8206, , , ,rhu_boston@yahoo.com, , ,,0, ,,7.8696733,126.3757454,Geocoded
DOH000000000002153,2153,SAN MIGUEL RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,QUIRINO HIGHWAY,,REGION V (BICOL REGION),500000000,CATANDUANES,502000000,SAN MIGUEL,502009000,POBLACION DISTRICT III,502009008,4802,,,,sanmiguel.rhu@yahoo.com,,,,0, ,,10.78154435,122.4646902,Geocoded
DOH000000000002158,2158,ALAMINOS CITY HEALTH OFFICE II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,NATIONAL HIGHWAY, ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,CITY OF ALAMINOS,105503000,ALOS,105503001,2404, , , , , , ,,0, ,,,,Error
DOH000000000002161,2161,KALIBO RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,N. ROLDAN STREET,,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,KALIBO (CAPITAL),600407000,POBLACION,600407013,5600,+63 362684487,,,kalibo_rhu2@yahoo.com,,,,0, ,,,,Error
DOH000000000002170,2170,ROSARIO RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,SCOUT TORILLO STREET,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,ROSARIO,402117000,POBLACION,402117008,4106,+63 464382690,,+63 464380642,,,,,0, ,,,,Error
DOH000000000002171,2171,LANGUYAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,National Government,, , ,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,TAWI-TAWI,1907000000,LANGUYAN,1907009000,DARUSSALAM,1907009004,7509, , , , , , ,,0, ,,,,Error
DOH000000000002183,2183,BACLAYON PRIMARY CARE FACILITY,BACLAYON RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,BACLAYON,701205000,POBLACION,701205011,6301,9485429287,,,rhu_baclayonbohol@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000002184,2184,AMBAGUIO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,GULON STREET,,REGION II (CAGAYAN VALLEY),200000000,NUEVA VIZCAYA,205000000,AMBAGUIO,205001000,POBLACION,205001007,3701,,,,,,,,0, ,,,,Error
DOH000000000002187,2187,PIDDIG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,ILOCOS NORTE,102800000,PIDDIG,102818000,ANAO (POB.),102818003,2912, , , , , , ,,0, ,,18.15656375,120.6443876,Geocoded
DOH000000000002188,2188,MAYAPYAP SUR RURAL HEALTH UNIT I,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,DAMA DE NOCHE,,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,CITY OF CABANATUAN,304903000,MAYAPYAP SUR,304903053,3100,+63 449601627,,,chc1.mayapyap@gmail.com,,,,0, ,,,,Error
DOH000000000002189,2189,PATNONGON RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VI (WESTERN VISAYAS),600000000,ANTIQUE,600600000,PATNONGON,600612000,POBLACION,600612022,5702, , , , , , ,,0, ,,,,Error
DOH000000000002197,2197,OZAMIZ CITY HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,DON MARIANO MARCOS AVENUE,OZAMIS CITY HALL,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS OCCIDENTAL,1004200000,CITY OF OZAMIZ,1004210000,AGUADA (POB.),1004210001,7200,+63 885213934,+63 885210686,,ICLINICSYS.DOH.ROX@GMAIL.COM,,,,0, ,,8.148807,123.8416701,Geocoded
DOH000000000002198,2198,TUBAY RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,LUNGSOD DAAN, ,REGION XIII (CARAGA),1600000000,AGUSAN DEL NORTE,1600200000,TUBAY,1600211000,POBLACION 2,1600211007,8606, , , , , , ,,0, ,,,,Error
DOH000000000002199,2199,VILLASIS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MCARTHUR HIGHWAY,,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,VILLASIS,105547000,ZONE I (POB.),105547013,2427,0751 523 0851,+63 755642898,+63 755644009,mhovillasis@gmail.com,mho_villasis@yahoo.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002203,2203,SANGALI MAIN HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MALASUGAT,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,SANGALI,931700073,7000,,,,,,,,0, ,,,,Error
DOH000000000002204,2204,OFFICE OF THE CITY HEALTH  SERVICES,TACURONG CITY HEALTH OFFICE,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ROXAS AVENUE CORNER BONIFACIO STREET,,REGION XII (SOCCSKSARGEN),1200000000,SULTAN KUDARAT,1206500000,CITY OF TACURONG,1206511000,POBLACION,1206511013,9800,+63 642005904,,+63 642005904,chotac_08@yahoo.com,,,,0, ,,,,Error
DOH000000000002205,2205,QUEZON RURAL HEALTH UNIT,AURORA BARANGAY HEALTH STATION, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 3, ,REGION II (CAGAYAN VALLEY),200000000,NUEVA VIZCAYA,205000000,QUEZON,205011000,AURORA,205011001,3713, , , ,rhuquezon1124@gmail.com, , ,,0, ,,13.32477275,122.6762377,Geocoded
DOH000000000002206,2206,ABULUG RHU,ABULUG RURAL HEALTH UNIT,ABULUG PUERICULTURE CENTER, ,Health Facility,Rural Health Unit,Government,Local Government Unit,,CENTRO LGU COMPOUND, ,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,ABULUG,20150100,CENTRO (POB.),201501007,3517, , , ,tamsagon@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000002208,2208,MADALAG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MILAGROSA ST.,,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,MADALAG,600410000,POBLACION,600410020,5603,+63 362723625,,,,,,,5,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000002209,2209,TANAUAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,803700000,TANAUAN,803748000,CANRAMOS (POB.),803748041,6502,,,,,,,,0, ,,,,Error
DOH000000000002210,2210,APALIT RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION III (CENTRAL LUZON),300000000,PAMPANGA,305400000,APALIT,305402000,TABUYUC,305402015,2016,+63 453027227, , ,rhu2apalitpampanga@yahoo.com, , ,,0, ,,,,Error
DOH000000000002211,2211,ESCALANTE CITY HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,EAST AVENUE STREET,,REGION VI (WESTERN VISAYAS),600000000,NEGROS OCCIDENTAL,604500000,CITY OF ESCALANTE,604509000,BALINTAWAK (POB.),604509002,6124,+63 344540565,+63 344354038,+63 344540565,,,,,0, ,,10.8367872,123.5050227,Geocoded
DOH000000000002216,2216,BAUTISTA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,BAUTISTA,105510000,POBLACION EAST,105510012,2424,+63 755415746, , , , , ,,0, ,,15.8114286,120.4759052,Geocoded
DOH000000000002217,2217,LIPA CITY MAIN HEALTH CENTER (URBAN DISTRICT),,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,CM RECTO AVENUE,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,CITY OF LIPA,401014000,POBLACION BARANGAY 1,401014040,4217,+63 434046246,,,lipacho_urban@yahoo.co,,,,0, ,,,,Error
DOH000000000002218,2218,TALON II HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,CYNTHIA UGALDE STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF LAS PI?AS,1380200000,TALON DOS,1380200017, ,+63 028728140, , , , , ,,0, ,,,,Error
DOH000000000002228,2228,SANTIAGO CITY HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION II (CAGAYAN VALLEY),200000000,ISABELA,203100000,CITY OF SANTIAGO,203135000,SAN ANDRES,203135029,3311,+63 783052775, , ,cho.santiago@gmail.com, , ,,0, ,,16.7045532,121.5583528,Geocoded
DOH000000000002230,2230,MACASANDING URBAN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MACASANDIG PROPER, ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1030500000,CITY OF CAGAYAN DE ORO (CAPITAL),1030500000,MACASANDIG,1030500056,9000,+63 888577835, , , , , ,,0, ,,,,Error
DOH000000000002233,2233,JAGNA RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,JAGNA,701225000,MAYANA,701225024,6308,,,,,,,,0, ,,,,Error
DOH000000000002234,2234,ALANGALANG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,803700000,ALANGALANG,803702000,SAN ROQUE (POB.),803702054,6517,+63 533315011,,,alangalang.leyte@gmail.com,,,,0, ,,11.20748555,124.846315,Geocoded
DOH000000000002235,2235,PANGANTUCAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,EVERLASTING VILLAGE,,REGION X (NORTHERN MINDANAO),1000000000,BUKIDNON,1001300000,PANGANTUCAN,1001316000,POBLACION,1001316018,8717,,,,rhupangantucan@gmail.com,,,,0, ,,,,Error
DOH000000000002236,2236,UPI RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,National Government,,SINSUAT AVENUE, ,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,MAGUINDANAO DEL NORTE,1908700000,UPI,1908713000,NURO POBLACION,1908713016,9602, , , ,rhunorthupi@gmail.com, , ,,0, ,,,,Error
DOH000000000002237,2237,ALABANG HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,LIWASAN NG MGA BAYANI, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF MUNTINLUPA,1380800000,ALABANG,1380800001, , , , , , , ,,0, ,,14.4242479,121.0272184,Geocoded
DOH000000000002238,2238,MAHARLIKA VILLAGE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,1 PANANGAN PANGANDAMAN JR. STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,MAHARLIKA VILLAGE,1381500009, ,+63 028377002, ,+63 028391808,tatabox8gp@gmail.com, , ,,0, ,,14.4990316,121.0533088,Geocoded
DOH000000000002242,2242,ALUBIJID RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SANTA CRUZ STREET, ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,ALUBIJID,1004301000,POBLACION,1004301010,9018, , , ,mx_ups@yahoo.com, , ,,0, ,,,,Error
DOH000000000002252,2252,BAROTAC NUEVO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ARANETA STREET,,REGION VI (WESTERN VISAYAS),600000000,ILOILO,603000000,BAROTAC NUEVO,603007000,ILAUD POBLACION,603007011,5007,+63 333239067,,,barotacnuevorhu@gmail.com,,,,0, ,,,,Error
DOH000000000002253,2253,SAINT BERNARD RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,SOUTHERN LEYTE,806400000,SAINT BERNARD,806412000,HIMATAGON (POB.),806412010,6616, , , ,rhu_saintbernard@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002263,2263,M.C. ICASIANO HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,1806 P. GIL STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",1380600000,PACO,1380611000,BARANGAY 812,1380611026, ,+63 025640779, , , , , ,,0, ,,,,Error
DOH000000000002268,2268,PRIETO DIAZ MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION V (BICOL REGION),500000000,SORSOGON,506200000,PRIETO DIAZ,506214000,RIZAL,506214013,4711, , , ,rhuprietodiaz56@yahoo.com,jd2kro@yahoo.com, ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002276,2276,BALATAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE 7, ,REGION V (BICOL REGION),500000000,CAMARINES SUR,501700000,BALATAN,501702000,DURAN,501702008,4436, , , ,rhubalatan@yahoo.com,balatanrhu@gmail.com, ,Level 1,0, ,,,,Error
DOH000000000002278,2278,T'BOLI RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK TANGCO, ,REGION XII (SOCCSKSARGEN),1200000000,SOUTH COTABATO,1206300000,T'BOLI,1206316000,POBLACION,1206316020,9513,+63 832371010, ,+63 832371010,mesu_tbolilo@yahoo.com, , ,,0, ,,6.2286375,124.7193005,Geocoded
DOH000000000002282,2282,MANUYO UNO HEALTH CENTER,MANUYO HEALTH CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,TRAMO ROAD, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF LAS PI?AS,1380200000,MANUYO UNO,1380200005, ,+63 028267422, , ,manuyomo@gmail.com, , ,,0, ,,14.48301005,120.9847041,Geocoded
DOH000000000002285,2285,MARILOG DISTRICT HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MARILOG DISTRICT, ,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1130700000,CITY OF DAVAO,1130700000,MARILOG,1130700073,8000, , , , , , ,,0, ,,,,Error
DOH000000000002286,2286,BARANGKA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,BONIFACIO AVENUE, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,BARANGKA,1380700001, , , , , , , ,,0, ,,14.6330533,121.0823397,Geocoded
DOH000000000002287,2287,BONGABON RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BURGOS STREET,,REGION III (CENTRAL LUZON),30000000,NUEVA ECIJA,30490000,BONGABON,30490200,SANTOR,304902023,3128,,,,,,,,0, ,,,,Error
DOH000000000002290,2290,LAGAYAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),140000000,ABRA,140010000,LAGAYAN,140011100,POBLACION,1400111006,2628,,,,edchamagwilmer@yahoo.com,sarahjanemolina3@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000002291,2291,COMPOSTELA MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XI (DAVAO REGION),1100000000,DAVAO DE ORO,1108200000,COMPOSTELA,1108201000,POBLACION,1108201011,8803, , , , , , ,,0, ,,7.6682184,126.0869496,Geocoded
DOH000000000002292,2292,TIGBAO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 1, ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,TIGBAO,907344000,TIGBAO,907344016,7043, , , , , , ,,0, ,,,,Error
DOH000000000002293,2293,MAHAYAG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,MAHAYAG,907315000,POBLACION,907315020,7026, , , , , , ,,0, ,,,,Error
DOH000000000002294,2294,TABINA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,TABINA,907327000,POBLACION,907327013,7034,,,,,,,,0, ,,,,Error
DOH000000000002295,2295,SAN JORGE RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,NATIONAL HIGHWAY,,REGION VIII (EASTERN VISAYAS),800000000,SAMAR,806000000,SAN JORGE,806025000,SAN JORGE II (POB.),806025040,6707,055-533-1085,,,rhusanjorge@gmail.com,,,,0, ,,,,Error
DOH000000000002298,2298,SUCAT HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 3, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF MUNTINLUPA,1380800000,SUCAT,1380800007, , , , , , , ,,0, ,,14.499975,121.0637811,Geocoded
DOH000000000002305,2305,CABAGAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ANTONIO LUNA, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,CABAGAN,20310600,CENTRO (POB.),203106018,3328,+63 786363124, , ,cabaganisarhu3760@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,17.42732,121.785232,Geocoded
DOH000000000002306,2306,TUNGA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PANIS STREET,LGU BUILDING,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,803700000,TUNGA,803750000,SAN ANTONIO (POB.),803750004,6528,,,,rhutunga123@gmail.com,gezelleannbedua.gab@gmail.com,,,0, ,,9.7069863,124.4053696,Geocoded
DOH000000000002307,2307,NORALA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK SAN ROQUE,,REGION XII (SOCCSKSARGEN),1200000000,SOUTH COTABATO,1206300000,NORALA,1206311000,POBLACION,1206311013,9508,+63 832341303,,,mesunorala@yahoo.com,,,,0, ,,,,Error
DOH000000000002308,2308,CORDON RURAL HEALTH UNIT,CORDON RURAL HEALTH UNIT WITH BIRTHING CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ALMENIANA STREET,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,CORDON,20310900,MAGSAYSAY,203109008,3312,,,,mho_cordon@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000002309,2309,LABANGAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK GEMELINA, ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,LABANGAN,907312000,LOWER CAMPO ISLAM (POB.),907312013,7017, , , ,cherylsepada@gmail.com, , ,,0, ,,,,Error
DOH000000000002310,2310,QUINAPONDAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,FRANCISCO ABIT STREET, ,REGION VIII (EASTERN VISAYAS),800000000,EASTERN SAMAR,802600000,QUINAPONDAN,802618000,BARANGAY NO. 2 (POB.),802618004,6810, , , , , , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002317,2317,BO. SAN JOSE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,NO. 58 TAGAYTAY STREET CORNER BUAGAN STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",1375000000,CITY OF CALOOCAN,1380100000,BARANGAY 187,1380100187, , , , , , , ,,0, ,,,,Error
DOH000000000002319,2319,BONGABON RURAL HEALTH UNIT I,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ILAGAN SUBDIVISION,,REGION III (CENTRAL LUZON),30000000,NUEVA ECIJA,30490000,BONGABON,30490200,SINIPIT (POB.),304902024,3128,,,,,,,,0, ,,,,Error
DOH000000000002320,2320,HINATUAN MUNICIPAL HEALTH OFFICE AND REPRODUCTIVE HEALTH UNIT,HINATUAN RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 2, ,REGION XIII (CARAGA),1600000000,SURIGAO DEL SUR,1606800000,HINATUAN,1606809000,BENIGNO AQUINO,1606809041,8310, , , ,rhuhinatuan@yahoo.com, , ,,0, ,,,,Error
DOH000000000002324,2324,PITOGO HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,502 CEBU STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF MAKATI,1380300000,PITOGO,1380300019,1500,+63 028825616,,+63 027283615,,,,,0, ,,13.7836389,122.088458,Geocoded
DOH000000000002325,2325,SAGUIARAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,National Government,, , ,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,SAGUIARAN,1903625000,POBLACION,1903625033,9701, , , , , , ,,0, ,,,,Error
DOH000000000002328,2328,SANTA ROSA CITY HEALTH OFFICE II,SANTA ROSA RURAL UNIT II (2003), , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"KABESANG MOLDES STREET, NIA ROAD", ,REGION IV-A (CALABARZON),400000000,LAGUNA,403400000,CITY OF SANTA ROSA,403428000,BALIBAGO,403428002,4026,+63 495441285, , ,cityhealthofficetwo@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000002330,2330,ALIAGA RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SANTO ROSARIO EXTENSION, ,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,ALIAGA,304901000,SANTO ROSARIO,304901038,3111, , , ,lgualiagarhu@gmail.com,hrhaliaga22@gmail.com, ,,0, ,,,,Error
DOH000000000002331,2331,TALISAY RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,702200000,CITY OF TALISAY,702250000,LAWAAN III,702250022,6045,+63 322735599,,,,,,,0, ,,,,Error
DOH000000000002333,2333,DIPOLOG CITY CITY HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL NORTE,907200000,CITY OF DIPOLOG (CAPITAL),907202000,ESTACA (POB.),907202009,7100,652123400, , , , , ,,0, ,,8.5868053,123.3454836,Geocoded
